id,display_name,display_name_alternatives,type,season,description
10486,春興,,季語,春,
10487,春暁,,季語,春,
10488,春駒,,季語,春,晩春(清明から立夏の前日まで)
10489,春光,,季語,春,
10490,春祭,,季語,春,
10491,春菜,,季語,春,
10492,春三日月,,季語,春,
10493,春時雨,,季語,春,
10494,春疾風,,季語,春,
10495,春社,,季語,春,仲春(啓蟄から清明の前日まで)
10496,春手袋,,季語,春,
10497,春愁,,季語,春,
10498,春出水,,季語,春,仲春(啓蟄から清明の前日まで)
10499,春暑し,,季語,春,晩春(清明から立夏の前日まで)
10500,春障子,,季語,春,
10501,春場所,,季語,春,仲春(啓蟄から清明の前日まで)
10502,春深し,,季語,春,晩春(清明から立夏の前日まで)
10503,春塵,,季語,春,
10504,春惜しむ,,季語,春,晩春(清明から立夏の前日まで)
10505,春蝉,,季語,春,晩春(清明から立夏の前日まで)
10506,春浅し,,季語,春,初春(立春から啓蟄の前日まで)
10507,春装,,季語,春,
10508,春大根,,季語,春,仲春(啓蟄から清明の前日まで)
10509,春暖炉,,季語,春,
10510,春昼,,季語,春,
10511,春潮,,季語,春,
10512,春椎茸,,季語,春,
10513,春泥,,季語,春,
10514,春田,,季語,春,
10515,春燈,,季語,春,
10516,春闘,,季語,春,
10517,春日,,季語,春,
10518,春日祭,,季語,春,仲春(啓蟄から清明の前日まで)
10519,春日傘,,季語,春,晩春(清明から立夏の前日まで)
10520,春日野御田植祭,,季語,春,仲春(啓蟄から清明の前日まで)
10521,春日和,,季語,春,
10522,春挽糸,,季語,春,
10523,春鮒釣,,季語,春,仲春(啓蟄から清明の前日まで)
10524,春分,,季語,春,仲春(啓蟄から清明の前日まで)
10525,春分の日,,季語,春,仲春(啓蟄から清明の前日まで)
10526,春帽子,,季語,春,
10527,春北斗,,季語,春,
10528,春北風,,季語,春,
10529,春眠,,季語,春,
10530,春落葉,,季語,春,晩春(清明から立夏の前日まで)
10531,春蘭,,季語,春,仲春(啓蟄から清明の前日まで)
10532,春竜胆,,季語,春,晩春(清明から立夏の前日まで)
10533,春林,,季語,春,
10534,春聯,,季語,春,初春(立春から啓蟄の前日まで)
10535,春炬燵,,季語,春,
10536,春蓼,,季語,春,晩春(清明から立夏の前日まで)
10537,春霖,,季語,春,
10538,春驟雨,,季語,春,晩春(清明から立夏の前日まで)
10539,春鱚釣,,季語,春,晩春(清明から立夏の前日まで)
10540,初花,,季語,春,仲春(啓蟄から清明の前日まで)
10541,初午,,季語,春,初春(立春から啓蟄の前日まで)
10542,初午芝居,,季語,春,仲春(啓蟄から清明の前日まで)
10543,初朔日,,季語,春,仲春(啓蟄から清明の前日まで)
10544,初桜,はつ桜,季語,春,仲春(啓蟄から清明の前日まで)
10545,初春,,季語,春,初春(立春から啓蟄の前日まで)
10546,初蝶,,季語,春,仲春(啓蟄から清明の前日まで)
10547,初電,,季語,春,仲春(啓蟄から清明の前日まで)
10548,初虹,,季語,春,晩春(清明から立夏の前日まで)
10549,初筏,,季語,春,仲春(啓蟄から清明の前日まで)
10550,初鮒,,季語,春,晩春(清明から立夏の前日まで)
10551,初雷,,季語,春,仲春(啓蟄から清明の前日まで)
10552,諸葛菜,,季語,春,仲春(啓蟄から清明の前日まで)
10553,諸子,,季語,春,
10554,小弓引,,季語,春,晩春(清明から立夏の前日まで)
10555,小綬鶏,,季語,春,
10556,小水葱,,季語,春,仲春(啓蟄から清明の前日まで)
10557,小水葱摘む,,季語,春,仲春(啓蟄から清明の前日まで)
10558,小袖納,,季語,春,晩春(清明から立夏の前日まで)
10559,松の花,,季語,春,晩春(清明から立夏の前日まで)
10560,松の緑摘む,,季語,春,晩春(清明から立夏の前日まで)
10561,松菜,,季語,春,仲春(啓蟄から清明の前日まで)
10562,松雪草,,季語,春,初春(立春から啓蟄の前日まで)
10563,松尾祭御出,,季語,春,晩春(清明から立夏の前日まで)
10564,松露,,季語,春,晩春(清明から立夏の前日まで)
10565,松毟,,季語,春,
10566,焼山,,季語,春,初春(立春から啓蟄の前日まで)
10567,焼野,,季語,春,初春(立春から啓蟄の前日まで)
10568,菖蒲の根分,,季語,春,仲春(啓蟄から清明の前日まで)
10569,鐘霞む,,季語,春,
10570,鐘供養,,季語,春,晩春(清明から立夏の前日まで)
10571,上り簗,,季語,春,
10572,上巳,,季語,春,晩春(清明から立夏の前日まで)
10573,乗込鮒,,季語,春,晩春(清明から立夏の前日まで)
10574,常楽会,,季語,春,初春(立春から啓蟄の前日まで)
10575,常節,,季語,春,
10576,蒸鰈,,季語,春,仲春(啓蟄から清明の前日まで)
10577,植木市,,季語,春,仲春(啓蟄から清明の前日まで)
10578,新社員,,季語,春,晩春(清明から立夏の前日まで)
10579,榛の花,,季語,春,仲春(啓蟄から清明の前日まで)
10580,真菰の芽,,季語,春,仲春(啓蟄から清明の前日まで)
10581,真菜,,季語,春,初春(立春から啓蟄の前日まで)
10582,薪能,,季語,春,仲春(啓蟄から清明の前日まで)
10583,辛夷,,季語,春,仲春(啓蟄から清明の前日まで)
10584,進級,,季語,春,仲春(啓蟄から清明の前日まで)
10585,針供養,,季語,春,初春(立春から啓蟄の前日まで)
10586,仁王会,,季語,春,初春(立春から啓蟄の前日まで)
10587,壬生菜,,季語,春,初春(立春から啓蟄の前日まで)
10588,壬生念仏,,季語,春,晩春(清明から立夏の前日まで)
10589,須磨の御禊,,季語,春,晩春(清明から立夏の前日まで)
10590,水屋の能,,季語,春,晩春(清明から立夏の前日まで)
10591,水温む,,季語,春,仲春(啓蟄から清明の前日まで)
10592,水口祭,,季語,春,晩春(清明から立夏の前日まで)
10593,水菜,,季語,春,晩春(清明から立夏の前日まで)
10594,水草生ふ,,季語,春,仲春(啓蟄から清明の前日まで)
10595,水灌菜,,季語,春,初春(立春から啓蟄の前日まで)
10596,睡蓮植う,,季語,春,仲春(啓蟄から清明の前日まで)
10597,数の子制す,,季語,春,晩春(清明から立夏の前日まで)
10598,数の子草,,季語,春,晩春(清明から立夏の前日まで)
10599,雛あられ,,季語,春,仲春(啓蟄から清明の前日まで)
10600,雛の使,,季語,春,仲春(啓蟄から清明の前日まで)
10601,雛菊,,季語,春,
10602,雛祭,"雛,ひな祭り,ひなまつり",季語,春,仲春(啓蟄から清明の前日まで)
10603,雛市,,季語,春,仲春(啓蟄から清明の前日まで)
10604,雛納め,,季語,春,仲春(啓蟄から清明の前日まで)
10605,雛遊,,季語,春,仲春(啓蟄から清明の前日まで)
10606,雛流し,,季語,春,仲春(啓蟄から清明の前日まで)
10607,杉の花,,季語,春,晩春(清明から立夏の前日まで)
10608,杉菜,,季語,春,晩春(清明から立夏の前日まで)
10609,雀の子,,季語,春,晩春(清明から立夏の前日まで)
10610,雀の巣,,季語,春,
10611,雀の鉄砲,,季語,春,晩春(清明から立夏の前日まで)
10612,雀の帷子,,季語,春,晩春(清明から立夏の前日まで)
10613,雀隠れ,,季語,春,晩春(清明から立夏の前日まで)
10614,清明,,季語,春,晩春(清明から立夏の前日まで)
10615,清明祭,,季語,春,晩春(清明から立夏の前日まで)
10616,聖ヨセフ祭,,季語,春,仲春(啓蟄から清明の前日まで)
10617,聖金曜日,,季語,春,晩春(清明から立夏の前日まで)
10618,聖週間,,季語,春,晩春(清明から立夏の前日まで)
10619,聖土曜日,,季語,春,晩春(清明から立夏の前日まで)
10620,聖武祭,,季語,春,晩春(清明から立夏の前日まで)
10621,聖木曜日,,季語,春,晩春(清明から立夏の前日まで)
10622,聖霊会,,季語,春,晩春(清明から立夏の前日まで)
10623,製茶,,季語,春,晩春(清明から立夏の前日まで)
10624,西瓜蒔く,,季語,春,晩春(清明から立夏の前日まで)
10625,西大寺大茶盛,,季語,春,晩春(清明から立夏の前日まで)
10626,青海苔,,季語,春,
10627,青麦,,季語,春,
10628,青木の花,,季語,春,晩春(清明から立夏の前日まで)
10629,青饅,,季語,春,
10630,石鹸玉,,季語,春,
10631,石清水臨時祭,,季語,春,晩春(清明から立夏の前日まで)
10632,石蓴,,季語,春,
10633,積塔会,,季語,春,仲春(啓蟄から清明の前日まで)
10634,赤貝,,季語,春,
10635,赤楊の花,,季語,春,初春(立春から啓蟄の前日まで)
10636,赤鬚,,季語,春,
10637,接骨木の花,,季語,春,晩春(清明から立夏の前日まで)
10638,接木,,季語,春,仲春(啓蟄から清明の前日まで)
10639,節分草,,季語,春,初春(立春から啓蟄の前日まで)
10640,雪しろ,,季語,春,仲春(啓蟄から清明の前日まで)
10641,雪の果,,季語,春,仲春(啓蟄から清明の前日まで)
10642,雪囲とる,,季語,春,仲春(啓蟄から清明の前日まで)
10643,雪解,,季語,春,仲春(啓蟄から清明の前日まで)
10644,雪解雫,,季語,春,仲春(啓蟄から清明の前日まで)
10645,雪割,,季語,春,仲春(啓蟄から清明の前日まで)
10646,雪間,,季語,春,仲春(啓蟄から清明の前日まで)
10647,雪間草,,季語,春,仲春(啓蟄から清明の前日まで)
10648,雪晒,,季語,春,仲春(啓蟄から清明の前日まで)
10649,雪代山女,,季語,春,仲春(啓蟄から清明の前日まで)
10650,雪虫,,季語,春,初春(立春から啓蟄の前日まで)
10651,雪崩,,季語,春,仲春(啓蟄から清明の前日まで)
10652,雪柳,,季語,春,仲春(啓蟄から清明の前日まで)
10653,仙台虫喰,,季語,春,晩春(清明から立夏の前日まで)
10654,仙台萩,,季語,春,晩春(清明から立夏の前日まで)
10655,先帝祭,,季語,春,晩春(清明から立夏の前日まで)
10656,千鳥の巣,,季語,春,
10657,千本念仏,,季語,春,晩春(清明から立夏の前日まで)
10658,扇葛,,季語,春,晩春(清明から立夏の前日まで)
10659,浅間祭,,季語,春,晩春(清明から立夏の前日まで)
10660,浅蜊,,季語,春,
10661,双葉,,季語,春,仲春(啓蟄から清明の前日まで)
10662,挿木,,季語,春,仲春(啓蟄から清明の前日まで)
10663,早春,,季語,春,初春(立春から啓蟄の前日まで)
10664,巣箱,,季語,春,
10665,草の芽,,季語,春,仲春(啓蟄から清明の前日まで)
10666,草の若葉,,季語,春,晩春(清明から立夏の前日まで)
10667,草青む,,季語,春,仲春(啓蟄から清明の前日まで)
10668,草餅,,季語,春,仲春(啓蟄から清明の前日まで)
10669,霜くすべ,,季語,春,晩春(清明から立夏の前日まで)
10670,霜除とる,,季語,春,晩春(清明から立夏の前日まで)
10671,卒業,,季語,春,仲春(啓蟄から清明の前日まで)
10672,太子会,,季語,春,仲春(啓蟄から清明の前日まで)
10673,苔龍胆,,季語,春,晩春(清明から立夏の前日まで)
10674,鯛網,,季語,春,晩春(清明から立夏の前日まで)
10675,大原野祭,,季語,春,晩春(清明から立夏の前日まで)
10676,大根の花,,季語,春,晩春(清明から立夏の前日まで)
10677,大試験,,季語,春,晩春(清明から立夏の前日まで)
10678,大和神幸祭,,季語,春,晩春(清明から立夏の前日まで)
10679,鷹の巣,,季語,春,
10680,鷹化して鳩と為る,,季語,春,仲春(啓蟄から清明の前日まで)
10681,凧,,季語,春,
10682,淡雪,,季語,春,
10683,団扇作る,,季語,春,
10684,暖か,,季語,春,
10685,暖炉納む,,季語,春,晩春(清明から立夏の前日まで)
10686,地虫穴を出づ,,季語,春,仲春(啓蟄から清明の前日まで)
10687,稚児百合,,季語,春,晩春(清明から立夏の前日まで)
10688,遅桜,,季語,春,晩春(清明から立夏の前日まで)
10689,遅春,,季語,春,初春(立春から啓蟄の前日まで)
10690,遅日,,季語,春,
10691,竹の秋,,季語,春,晩春(清明から立夏の前日まで)
10692,茶摘,,季語,春,晩春(清明から立夏の前日まで)
10693,仲春,,季語,春,仲春(啓蟄から清明の前日まで)
10694,苧環の花,,季語,春,晩春(清明から立夏の前日まで)
10695,朝顔蒔く,,季語,春,晩春(清明から立夏の前日まで)
10696,朝寝,,季語,春,
10697,潮干潟,,季語,春,晩春(清明から立夏の前日まで)
10698,潮吹,,季語,春,
10699,蝶,"ちょう,てふ",季語,春,
10700,長閑,,季語,春,
10701,長崎の凧揚げ,,季語,春,晩春(清明から立夏の前日まで)
10702,長春花,,季語,春,晩春(清明から立夏の前日まで)
10703,長谷のただ押し,,季語,春,初春(立春から啓蟄の前日まで)
10704,鳥の巣,,季語,春,
10705,鳥の卵,,季語,春,晩春(清明から立夏の前日まで)
10706,鳥羽火祭,,季語,春,初春(立春から啓蟄の前日まで)
10707,鳥雲に入る,,季語,春,仲春(啓蟄から清明の前日まで)
10708,鳥屋際,,季語,春,晩春(清明から立夏の前日まで)
10709,鳥貝,,季語,春,
10710,鳥帰る,,季語,春,仲春(啓蟄から清明の前日まで)
10711,鳥交る,,季語,春,
10712,鳥持網代,,季語,春,晩春(清明から立夏の前日まで)
10713,鳥曇,,季語,春,晩春(清明から立夏の前日まで)
10714,沈丁花,,季語,春,
10715,鎮花祭,,季語,春,晩春(清明から立夏の前日まで)
10716,通草の花,,季語,春,晩春(清明から立夏の前日まで)
10717,蔦の芽,,季語,春,仲春(啓蟄から清明の前日まで)
10718,蔦若葉,,季語,春,晩春(清明から立夏の前日まで)
10719,椿,,季語,春,
10720,椿餅,,季語,春,
10721,壷焼,,季語,春,
10722,釣釜,,季語,春,仲春(啓蟄から清明の前日まで)
10723,鶴の巣,,季語,春,
10724,摘草,,季語,春,
10725,鉄引草,,季語,春,晩春(清明から立夏の前日まで)
10726,天南星の花,,季語,春,晩春(清明から立夏の前日まで)
10727,甜瓜蒔く,,季語,春,仲春(啓蟄から清明の前日まで)
10728,田芥子,,季語,春,晩春(清明から立夏の前日まで)
10729,田鼠化して鶉と為る,,季語,春,晩春(清明から立夏の前日まで)
10730,田打,,季語,春,晩春(清明から立夏の前日まで)
10731,田螺,,季語,春,
10732,田螺和,,季語,春,
10733,渡り漁夫,,季語,春,初春(立春から啓蟄の前日まで)
10734,都忘れ,,季語,春,晩春(清明から立夏の前日まで)
10735,都踊,,季語,春,晩春(清明から立夏の前日まで)
10736,土佐水木,,季語,春,仲春(啓蟄から清明の前日まで)
10737,土筆,,季語,春,仲春(啓蟄から清明の前日まで)
10738,凍解,,季語,春,晩春(清明から立夏の前日まで)
10739,凍返る,,季語,春,晩春(清明から立夏の前日まで)
10740,島原の太夫の道中,,季語,春,晩春(清明から立夏の前日まで)
10741,東をどり,,季語,春,晩春(清明から立夏の前日まで)
10742,東菊,,季語,春,晩春(清明から立夏の前日まで)
10743,東大寺授戒,,季語,春,晩春(清明から立夏の前日まで)
10744,東風,,季語,春,
10745,東福寺懺法,,季語,春,初春(立春から啓蟄の前日まで)
10746,桃の花,,季語,春,晩春(清明から立夏の前日まで)
10747,桃の酒,,季語,春,仲春(啓蟄から清明の前日まで)
10748,桃の節句,,季語,春,仲春(啓蟄から清明の前日まで)
10749,湯祈祷,,季語,春,仲春(啓蟄から清明の前日まで)
10750,湯立獅子,,季語,春,仲春(啓蟄から清明の前日まで)
10751,灯台草,,季語,春,晩春(清明から立夏の前日まで)
10752,藤,,季語,春,晩春(清明から立夏の前日まで)
10753,豆の花,,季語,春,晩春(清明から立夏の前日まで)
10754,踏青,,季語,春,晩春(清明から立夏の前日まで)
10755,逃水,,季語,春,晩春(清明から立夏の前日まで)
10756,胴着脱ぐ,,季語,春,仲春(啓蟄から清明の前日まで)
10757,道明寺祭,,季語,春,仲春(啓蟄から清明の前日まで)
10758,独活,,季語,春,晩春(清明から立夏の前日まで)
10759,独活和,,季語,春,晩春(清明から立夏の前日まで)
10760,鳶の巣,,季語,春,
10761,南瓜蒔く,,季語,春,仲春(啓蟄から清明の前日まで)
10762,二の午,,季語,春,初春(立春から啓蟄の前日まで)
10763,二月,,季語,春,初春(立春から啓蟄の前日まで)
10764,二月尽,,季語,春,初春(立春から啓蟄の前日まで)
10765,二月礼者,,季語,春,初春(立春から啓蟄の前日まで)
10766,二十六聖人祭,,季語,春,初春(立春から啓蟄の前日まで)
10767,二人静,,季語,春,晩春(清明から立夏の前日まで)
10768,二日灸,,季語,春,仲春(啓蟄から清明の前日まで)
10769,二輪草,,季語,春,晩春(清明から立夏の前日まで)
10770,日永,,季語,春,
10771,日迎,,季語,春,仲春(啓蟄から清明の前日まで)
10772,日光強飯式,,季語,春,晩春(清明から立夏の前日まで)
10773,入学,,季語,春,晩春(清明から立夏の前日まで)
10774,入学試験,,季語,春,仲春(啓蟄から清明の前日まで)
10775,如月,,季語,春,仲春(啓蟄から清明の前日まで)
10776,如月菜,,季語,春,初春(立春から啓蟄の前日まで)
10777,韮,,季語,春,仲春(啓蟄から清明の前日まで)
10778,葱の擬宝,,季語,春,晩春(清明から立夏の前日まで)
10779,猫の子,,季語,春,晩春(清明から立夏の前日まで)
10780,猫の目草,,季語,春,初春(立春から啓蟄の前日まで)
10781,猫の恋,,季語,春,初春(立春から啓蟄の前日まで)
10782,猫柳,,季語,春,初春(立春から啓蟄の前日まで)
10783,農具市,,季語,春,仲春(啓蟄から清明の前日まで)
10784,蚤の衾,,季語,春,晩春(清明から立夏の前日まで)
10785,巴旦杏の花,,季語,春,晩春(清明から立夏の前日まで)
10786,馬の仔,,季語,春,晩春(清明から立夏の前日まで)
10787,馬珂貝,,季語,春,
10788,馬酔木の花,,季語,春,晩春(清明から立夏の前日まで)
10789,馬蛤貝,,季語,春,
10790,馬蛤突,,季語,春,
10791,梅,"梅の花,梅のはな",季語,春,初春(立春から啓蟄の前日まで)
10792,梅見,,季語,春,初春(立春から啓蟄の前日まで)
10793,梅若の涙雨,,季語,春,晩春(清明から立夏の前日まで)
10794,萩の根分,,季語,春,仲春(啓蟄から清明の前日まで)
10795,白き日曜日,,季語,春,晩春(清明から立夏の前日まで)
10796,白樺の花,,季語,春,晩春(清明から立夏の前日まで)
10797,白魚,,季語,春,初春(立春から啓蟄の前日まで)
10798,白魚飯,,季語,春,初春(立春から啓蟄の前日まで)
10799,白子干,,季語,春,
10800,白酒,,季語,春,仲春(啓蟄から清明の前日まで)
10801,白藻,,季語,春,
10802,白鳥帰る,,季語,春,仲春(啓蟄から清明の前日まで)
10803,薄氷,,季語,春,初春(立春から啓蟄の前日まで)
10804,麦踏,,季語,春,初春(立春から啓蟄の前日まで)
10805,麦鶉,,季語,春,晩春(清明から立夏の前日まで)
10806,畑焼く,,季語,春,初春(立春から啓蟄の前日まで)
10807,畑打,,季語,春,
10808,八朔柑,,季語,春,
10809,八十八夜,,季語,春,晩春(清明から立夏の前日まで)
10810,八重桜,,季語,春,晩春(清明から立夏の前日まで)
10811,八幡初卯神楽,,季語,春,仲春(啓蟄から清明の前日まで)
10812,鳩の巣,,季語,春,
10813,蛤,,季語,春,
10814,斑雪,,季語,春,
10815,板屋貝,,季語,春,
10816,般若寺文殊会,,季語,春,晩春(清明から立夏の前日まで)
10817,飯蛸,,季語,春,初春(立春から啓蟄の前日まで)
10818,晩春,,季語,春,晩春(清明から立夏の前日まで)
10819,彼岸,,季語,春,仲春(啓蟄から清明の前日まで)
10820,彼岸河豚,,季語,春,仲春(啓蟄から清明の前日まで)
10821,彼岸会,,季語,春,仲春(啓蟄から清明の前日まで)
10822,彼岸桜,,季語,春,仲春(啓蟄から清明の前日まで)
10823,彼岸西風,,季語,春,仲春(啓蟄から清明の前日まで)
10824,彼岸潮,,季語,春,仲春(啓蟄から清明の前日まで)
10825,比良祭,,季語,春,晩春(清明から立夏の前日まで)
10826,比良八荒,,季語,春,仲春(啓蟄から清明の前日まで)
10827,比良八講,,季語,春,仲春(啓蟄から清明の前日まで)
10828,菱餅,,季語,春,晩春(清明から立夏の前日まで)
10829,筆龍胆,,季語,春,晩春(清明から立夏の前日まで)
10830,姫烏頭,,季語,春,晩春(清明から立夏の前日まで)
10831,姫萩,,季語,春,晩春(清明から立夏の前日まで)
10832,姫踊子草,,季語,春,仲春(啓蟄から清明の前日まで)
10833,百千鳥,,季語,春,
10834,氷解,,季語,春,仲春(啓蟄から清明の前日まで)
10835,瓢箪蒔く,,季語,春,仲春(啓蟄から清明の前日まで)
10836,苗札,,季語,春,仲春(啓蟄から清明の前日まで)
10837,苗床,,季語,春,仲春(啓蟄から清明の前日まで)
10838,苗代,,季語,春,晩春(清明から立夏の前日まで)
10839,苗代時,,季語,春,晩春(清明から立夏の前日まで)
10840,苗代茱萸,,季語,春,仲春(啓蟄から清明の前日まで)
10841,苗売,,季語,春,晩春(清明から立夏の前日まで)
10842,苗木市,,季語,春,仲春(啓蟄から清明の前日まで)
10843,苗木植う,,季語,春,仲春(啓蟄から清明の前日まで)
10844,錨草,,季語,春,晩春(清明から立夏の前日まで)
10845,蒜,,季語,春,仲春(啓蟄から清明の前日まで)
10846,品川寺鐘供養,,季語,春,晩春(清明から立夏の前日まで)
10847,浜大根の花,,季語,春,晩春(清明から立夏の前日まで)
10848,浜簪,,季語,春,晩春(清明から立夏の前日まで)
10849,冨貴草,,季語,春,晩春(清明から立夏の前日まで)
10850,浮鯛,,季語,春,晩春(清明から立夏の前日まで)
10851,父子草,,季語,春,晩春(清明から立夏の前日まで)
10852,楓の花,,季語,春,晩春(清明から立夏の前日まで)
10853,楓の芽,,季語,春,仲春(啓蟄から清明の前日まで)
10854,風炎,,季語,春,晩春(清明から立夏の前日まで)
10855,風光る,,季語,春,
10856,風車,,季語,春,
10857,風除解く,,季語,春,晩春(清明から立夏の前日まで)
10858,風船,,季語,春,
10859,蕗の薹,,季語,春,初春(立春から啓蟄の前日まで)
10860,蕗味噌,,季語,春,晩春(清明から立夏の前日まで)
10861,復活祭,,季語,春,晩春(清明から立夏の前日まで)
10862,仏生会,,季語,春,晩春(清明から立夏の前日まで)
10863,物種蒔く,,季語,春,仲春(啓蟄から清明の前日まで)
10864,鮒の巣離れ,,季語,春,初春(立春から啓蟄の前日まで)
10865,鮒膾,,季語,春,
10866,分葱,,季語,春,仲春(啓蟄から清明の前日まで)
10867,聞茶,,季語,春,晩春(清明から立夏の前日まで)
10868,平泉藤原祭,,季語,春,晩春(清明から立夏の前日まで)
10869,片栗の花,,季語,春,初春(立春から啓蟄の前日まで)
10870,暮の春,,季語,春,晩春(清明から立夏の前日まで)
10871,母子草,,季語,春,晩春(清明から立夏の前日まで)
10872,峯入,,季語,春,晩春(清明から立夏の前日まで)
10873,蓬,,季語,春,
10874,蜂,,季語,春,
10875,蜂の巣,,季語,春,
10876,豊橋鬼祭,,季語,春,初春(立春から啓蟄の前日まで)
10877,忘れ霜,,季語,春,晩春(清明から立夏の前日まで)
10878,房咲水仙,,季語,春,仲春(啓蟄から清明の前日まで)
10879,望潮,,季語,春,
10880,貌鳥,,季語,春,
10881,防風,,季語,春,
10882,頬白,,季語,春,晩春(清明から立夏の前日まで)
10883,北寄貝,,季語,春,
10884,北窓開く,,季語,春,仲春(啓蟄から清明の前日まで)
10885,北野菜種御供,,季語,春,晩春(清明から立夏の前日まで)
10886,牧開,,季語,春,仲春(啓蟄から清明の前日まで)
10887,盆梅,,季語,春,初春(立春から啓蟄の前日まで)
10888,摩耶詣,,季語,春,仲春(啓蟄から清明の前日まで)
10889,麻蒔く,,季語,春,仲春(啓蟄から清明の前日まで)
10890,麻疹,,季語,春,
10891,鱒,,季語,春,晩春(清明から立夏の前日まで)
10892,末黒の芒,,季語,春,初春(立春から啓蟄の前日まで)
10893,満天星の花,,季語,春,晩春(清明から立夏の前日まで)
10894,巳の日の祓,,季語,春,晩春(清明から立夏の前日まで)
10895,明日葉,,季語,春,晩春(清明から立夏の前日まで)
10896,鳴鳥狩,,季語,春,初春(立春から啓蟄の前日まで)
10897,木の芽,,季語,春,
10898,木の芽時,,季語,春,
10899,木の芽漬,,季語,春,仲春(啓蟄から清明の前日まで)
10900,木の芽田楽,,季語,春,
10901,木の芽味噌,,季語,春,
10902,木の芽和,,季語,春,
10903,木の根明く,,季語,春,仲春(啓蟄から清明の前日まで)
10904,木の実植う,,季語,春,仲春(啓蟄から清明の前日まで)
10905,木瓜の花,,季語,春,晩春(清明から立夏の前日まで)
10906,木五倍子の花,,季語,春,仲春(啓蟄から清明の前日まで)
10907,木流し,,季語,春,仲春(啓蟄から清明の前日まで)
10908,木蓮,,季語,春,仲春(啓蟄から清明の前日まで)
10909,木苺の花,,季語,春,晩春(清明から立夏の前日まで)
10910,目刺,,季語,春,
10911,目貼剥ぐ,,季語,春,仲春(啓蟄から清明の前日まで)
10912,勿忘草,,季語,春,晩春(清明から立夏の前日まで)
10913,餅花煎る,,季語,春,初春(立春から啓蟄の前日まで)
10914,戻り鴫,,季語,春,晩春(清明から立夏の前日まで)
10915,夜桜,,季語,春,晩春(清明から立夏の前日まで)
10916,野漆,,季語,春,晩春(清明から立夏の前日まで)
10917,野焼く,,季語,春,初春(立春から啓蟄の前日まで)
10918,野大根,,季語,春,晩春(清明から立夏の前日まで)
10919,野蒜,,季語,春,仲春(啓蟄から清明の前日まで)
10920,野遊,,季語,春,晩春(清明から立夏の前日まで)
10921,野老掘る,,季語,春,
10922,弥生,,季語,春,晩春(清明から立夏の前日まで)
10923,弥生山,,季語,春,晩春(清明から立夏の前日まで)
10924,薬師寺最勝会,,季語,春,晩春(清明から立夏の前日まで)
10925,薬師寺造華会,,季語,春,仲春(啓蟄から清明の前日まで)
10926,靖国祭,,季語,春,晩春(清明から立夏の前日まで)
10927,柳,,季語,春,晩春(清明から立夏の前日まで)
10928,柳の芽,,季語,春,仲春(啓蟄から清明の前日まで)
10929,柳の鬘,,季語,春,晩春(清明から立夏の前日まで)
10930,柳祭,,季語,春,晩春(清明から立夏の前日まで)
10931,柳重,,季語,春,晩春(清明から立夏の前日まで)
10932,柳絮,,季語,春,仲春(啓蟄から清明の前日まで)
10933,柳鮠,,季語,春,
10934,油風,,季語,春,晩春(清明から立夏の前日まで)
10935,夕顔蒔く,,季語,春,仲春(啓蟄から清明の前日まで)
10936,余寒,,季語,春,初春(立春から啓蟄の前日まで)
10937,楊梅の花,,季語,春,仲春(啓蟄から清明の前日まで)
10938,羊の毛刈る,,季語,春,晩春(清明から立夏の前日まで)
10939,羊歯萌ゆ,,季語,春,初春(立春から啓蟄の前日まで)
10940,踊念仏,,季語,春,仲春(啓蟄から清明の前日まで)
10941,陽炎,,季語,春,
10942,羅生門蔓,,季語,春,晩春(清明から立夏の前日まで)
10943,落し角,,季語,春,晩春(清明から立夏の前日まで)
10944,落花,,季語,春,晩春(清明から立夏の前日まで)
10945,落第,,季語,春,仲春(啓蟄から清明の前日まで)
10946,藍蒔く,,季語,春,初春(立春から啓蟄の前日まで)
10947,藍植う,,季語,春,晩春(清明から立夏の前日まで)
10948,李の花,,季語,春,晩春(清明から立夏の前日まで)
10949,梨の花,,季語,春,晩春(清明から立夏の前日まで)
10950,立春,"春たち,春立",季語,春,初春(立春から啓蟄の前日まで)
10951,葎若葉,,季語,春,晩春(清明から立夏の前日まで)
10952,流氷,,季語,春,仲春(啓蟄から清明の前日まで)
10953,龍天に登る,,季語,春,仲春(啓蟄から清明の前日まで)
10954,龍田祭,,季語,春,晩春(清明から立夏の前日まで)
10955,猟名残,,季語,春,初春(立春から啓蟄の前日まで)
10956,緑の週間,,季語,春,仲春(啓蟄から清明の前日まで)
10957,林檎の花,,季語,春,晩春(清明から立夏の前日まで)
10958,令法,,季語,春,仲春(啓蟄から清明の前日まで)
10959,鈴懸の花,,季語,春,晩春(清明から立夏の前日まで)
10960,麗か,,季語,春,
10961,列見,,季語,春,仲春(啓蟄から清明の前日まで)
10962,簾貝,,季語,春,
10963,蓮植う,,季語,春,晩春(清明から立夏の前日まで)
10964,連翹,,季語,春,仲春(啓蟄から清明の前日まで)
10965,炉塞,,季語,春,晩春(清明から立夏の前日まで)
10966,浪花をどり,,季語,春,晩春(清明から立夏の前日まで)
10967,六阿弥陀詣,,季語,春,仲春(啓蟄から清明の前日まで)
10968,鷲の巣,,季語,春,
10969,蕨,,季語,春,仲春(啓蟄から清明の前日まで)
10970,蕨狩,,季語,春,仲春(啓蟄から清明の前日まで)
10971,蕨餅,,季語,春,仲春(啓蟄から清明の前日まで)
