id,display_name,display_name_alternatives,type,season,description
30939,雷声を収む,,季語,秋,仲秋(白露から寒露の前日まで)
30940,落かいず,,季語,秋,晩秋(寒露から立冬の前日まで)
30941,落し水,,季語,秋,仲秋(白露から寒露の前日まで)
30942,落鮎,,季語,秋,
30943,落鰻,,季語,秋,晩秋(寒露から立冬の前日まで)
30944,落花生,,季語,秋,晩秋(寒露から立冬の前日まで)
30945,落鯛,,季語,秋,晩秋(寒露から立冬の前日まで)
30946,落鮒,,季語,秋,晩秋(寒露から立冬の前日まで)
30947,落穂,,季語,秋,晩秋(寒露から立冬の前日まで)
30948,藍の花,,季語,秋,仲秋(白露から寒露の前日まで)
30949,蘭,,季語,秋,仲秋(白露から寒露の前日まで)
30950,蘭盆勝会,,季語,秋,初秋(立秋から白露の前日まで)
30951,梨,,季語,秋,
30952,陸稲,,季語,秋,
30953,律の調べ,りちのしらべ,季語,秋,
30954,立秋,,季語,秋,初秋(立秋から白露の前日まで)
30955,立待月,,季語,秋,仲秋(白露から寒露の前日まで)
30956,流れ星,,季語,秋,
30957,龍胆,,季語,秋,仲秋(白露から寒露の前日まで)
30958,龍田姫,,季語,秋,
30959,龍淵に潜む,,季語,秋,仲秋(白露から寒露の前日まで)
30960,涼風至る,,季語,秋,初秋(立秋から白露の前日まで)
30961,良夜,,季語,秋,仲秋(白露から寒露の前日まで)
30962,緑豆,,季語,秋,仲秋(白露から寒露の前日まで)
30963,林檎,,季語,秋,晩秋(寒露から立冬の前日まで)
30964,例幣,,季語,秋,晩秋(寒露から立冬の前日まで)
30965,冷まじ,,季語,秋,晩秋(寒露から立冬の前日まで)
30966,冷やか,,季語,秋,仲秋(白露から寒露の前日まで)
30967,鈴虫,,季語,秋,初秋(立秋から白露の前日まで)
30968,零余子,,季語,秋,
30969,零余子飯,,季語,秋,晩秋(寒露から立冬の前日まで)
30970,裂膾,,季語,秋,
30971,蓮の実,,季語,秋,仲秋(白露から寒露の前日まで)
30972,蓮の飯,,季語,秋,初秋(立秋から白露の前日まで)
30973,連雀,,季語,秋,晩秋(寒露から立冬の前日まで)
30974,露,,季語,秋,
30975,露寒,,季語,秋,晩秋(寒露から立冬の前日まで)
30976,露時雨,,季語,秋,晩秋(寒露から立冬の前日まで)
30977,露草,,季語,秋,
30978,露霜,,季語,秋,晩秋(寒露から立冬の前日まで)
30979,六斎念仏,,季語,秋,初秋(立秋から白露の前日まで)
30980,六道参,,季語,秋,初秋(立秋から白露の前日まで)
30981,藁塚,,季語,秋,晩秋(寒露から立冬の前日まで)
30982,曼珠沙華,,季語,秋,仲秋(白露から寒露の前日まで)
30983,囮,,季語,秋,晩秋(寒露から立冬の前日まで)
30984,搗栗作る,,季語,秋,晩秋(寒露から立冬の前日まで)
30985,枳殻の実,,季語,秋,晩秋(寒露から立冬の前日まで)
30986,枸杞の実,,季語,秋,晩秋(寒露から立冬の前日まで)
30987,柞紅葉,,季語,秋,晩秋(寒露から立冬の前日まで)
30988,梔子の実,,季語,秋,仲秋(白露から寒露の前日まで)
30989,棗の実,,季語,秋,初秋(立秋から白露の前日まで)
30990,楸,,季語,秋,初秋(立秋から白露の前日まで)
30991,楸の葉を戴く,,季語,秋,初秋(立秋から白露の前日まで)
30992,榲めろ,,季語,秋,晩秋(寒露から立冬の前日まで)
30993,榧の実,,季語,秋,晩秋(寒露から立冬の前日まで)
30994,榠櫨の実,,季語,秋,晩秋(寒露から立冬の前日まで)
30995,橙,,季語,秋,晩秋(寒露から立冬の前日まで)
30996,檸檬,,季語,秋,晩秋(寒露から立冬の前日まで)
30997,櫟紅葉,,季語,秋,晩秋(寒露から立冬の前日まで)
30998,鬱金の花,,季語,秋,初秋(立秋から白露の前日まで)
30999,皀角子,,季語,秋,晩秋(寒露から立冬の前日まで)
31000,盂蘭盆会,,季語,秋,初秋(立秋から白露の前日まで)
31001,竈馬,,季語,秋,
31002,筥崎祭,,季語,秋,仲秋(白露から寒露の前日まで)
31003,簟名残,,季語,秋,仲秋(白露から寒露の前日まで)
31004,籬豆,,季語,秋,仲秋(白露から寒露の前日まで)
31005,罌粟蒔く,,季語,秋,仲秋(白露から寒露の前日まで)
31006,羣鳥羞を養ふ,,季語,秋,仲秋(白露から寒露の前日まで)
31007,芍薬の根分,,季語,秋,仲秋(白露から寒露の前日まで)
31008,芒,,季語,秋,
31009,芒散る,,季語,秋,晩秋(寒露から立冬の前日まで)
31010,苺の根分,,季語,秋,仲秋(白露から寒露の前日まで)
31011,茴香の実,,季語,秋,仲秋(白露から寒露の前日まで)
31012,茱萸,,季語,秋,晩秋(寒露から立冬の前日まで)
31013,茱萸の酒,,季語,秋,晩秋(寒露から立冬の前日まで)
31014,茱萸の袋,,季語,秋,晩秋(寒露から立冬の前日まで)
31015,茯苓,,季語,秋,仲秋(白露から寒露の前日まで)
31016,茗荷の花,,季語,秋,初秋(立秋から白露の前日まで)
31017,蓖麻,,季語,秋,初秋(立秋から白露の前日まで)
31018,蓼の花,,季語,秋,初秋(立秋から白露の前日まで)
31019,藪枯,やぶからし,季語,秋,初秋(立秋から白露の前日まで)
31020,藪蘭,,季語,秋,初秋(立秋から白露の前日まで)
31021,藪虱,,季語,秋,
31022,藜の実,,季語,秋,仲秋(白露から寒露の前日まで)
31023,蘆の花,,季語,秋,仲秋(白露から寒露の前日まで)
31024,蘆の穂絮,,季語,秋,晩秋(寒露から立冬の前日まで)
31025,蘆火,,季語,秋,晩秋(寒露から立冬の前日まで)
31026,蘆刈り,,季語,秋,晩秋(寒露から立冬の前日まで)
31027,蚯蚓鳴く,,季語,秋,
31028,蜉蝣,"かげろう,かげろふ",季語,秋,初秋(立秋から白露の前日まで)
31029,蜻蛉,,季語,秋,
31030,蜩,,季語,秋,初秋(立秋から白露の前日まで)
31031,蝗,,季語,秋,初秋(立秋から白露の前日まで)
31032,蟋蟀,,季語,秋,
31033,蟄虫戸を坏ぐ,ちつちゅうとをふさぐ,季語,秋,仲秋(白露から寒露の前日まで)
31034,蟄虫咸俯す,ちつちゅうみなふす,季語,秋,晩秋(寒露から立冬の前日まで)
31035,螻蛄鳴く,,季語,秋,
31036,蟷螂,,季語,秋,
31037,豌豆植う,,季語,秋,仲秋(白露から寒露の前日まで)
31038,豺獣を祭る,やまいぬ,季語,秋,晩秋(寒露から立冬の前日まで)
31039,辣韮の花,,季語,秋,晩秋(寒露から立冬の前日まで)
31040,邯鄲,,季語,秋,初秋(立秋から白露の前日まで)
31041,鯊,,季語,秋,
31042,鯊釣,,季語,秋,
31043,鰡,ぼら,季語,秋,仲秋(白露から寒露の前日まで)
31044,鱸,,季語,秋,
31045,鱸釣る,すずき釣る,季語,秋,仲秋(白露から寒露の前日まで)
31046,鱸膾,,季語,秋,仲秋(白露から寒露の前日まで)
31047,鵙,,季語,秋,
31048,鵙の贄,,季語,秋,
31049,鵙落し,,季語,秋,
31050,鵲,,季語,秋,
31051,鵲の橋,,季語,秋,初秋(立秋から白露の前日まで)
31052,鶉,,季語,秋,
31053,鶉巣,"うずらのす,うずらの巣",季語,秋,
31054,鶫,,季語,秋,晩秋(寒露から立冬の前日まで)
31055,鵯,"ひわ,鶸",季語,秋,晩秋(寒露から立冬の前日まで)
31056,鵯花,ひよどりばな,季語,秋,初秋(立秋から白露の前日まで)
31057,鵯上戸,,季語,秋,晩秋(寒露から立冬の前日まで)
31058,鶲,ひたき,季語,秋,晩秋(寒露から立冬の前日まで)
31059,鶺鴒,,季語,秋,
31060,麝香草,じゃこうそう,季語,秋,初秋(立秋から白露の前日まで)
31061,黐の実,もちのみ,季語,秋,晩秋(寒露から立冬の前日まで)
40000,アイスホッケー,,季語,冬,
40001,あなぐま,,季語,冬,
40002,アノラック,,季語,冬,
40003,あら,,季語,冬,
40004,いさざ,,季語,冬,
40005,うつ田姫,,季語,冬,
40006,えり簀編む,,季語,冬,仲冬(大雪から小寒の前日まで)
40007,おでん,,季語,冬,
40008,オリオン,,季語,冬,
40009,カトレア,,季語,冬,
40010,かんじき,,季語,冬,
40011,きりたんぽ,,季語,冬,
40012,くだら野,,季語,冬,
40013,クリスマス,,季語,冬,仲冬(大雪から小寒の前日まで)
40014,クリスマスローズ,,季語,冬,仲冬(大雪から小寒の前日まで)
40015,コート,,季語,冬,
40016,ざざ虫,,季語,冬,
40017,しづり,,季語,冬,
40018,しばれる,,季語,冬,晩冬(小寒から立春の前日まで)
40019,じぶ,,季語,冬,
40020,しまき,,季語,冬,晩冬(小寒から立春の前日まで)
40021,ジャケット,,季語,冬,
40022,ショール,,季語,冬,
40023,すが漏り,,季語,冬,晩冬(小寒から立春の前日まで)
40024,スキー,,季語,冬,
40025,スケート,,季語,冬,
40026,ストーブ,,季語,冬,
40027,ずわい蟹,,季語,冬,
40028,セーター,,季語,冬,
40029,セロリ,,季語,冬,
40030,ダイヤモンドダスト,,季語,冬,晩冬(小寒から立春の前日まで)
40031,たいらぎ,,季語,冬,
40032,だぼ鱚,,季語,冬,
40033,たま風,,季語,冬,
40034,ちゃんちゃんこ,,季語,冬,
40035,ちり鍋,,季語,冬,
40036,ならひ,,季語,冬,
40037,ねんねこ,,季語,冬,
40038,のつぺい汁,,季語,冬,
40039,ひめぢ,,季語,冬,
40040,フレーム,,季語,冬,
40041,ブロッコリ,,季語,冬,
40042,ペーチカ,,季語,冬,
40043,べつたら市,,季語,冬,初冬(立冬から大雪の前日まで)
40044,べつとう,,季語,冬,
40045,ポインセチア,,季語,冬,仲冬(大雪から小寒の前日まで)
40046,ほうぼう,,季語,冬,
40047,ホットドリンクス,,季語,冬,
40048,マスク,,季語,冬,
40049,マッフ,,季語,冬,
40050,まながつお,,季語,冬,
40051,むささび,,季語,冬,
40052,むつ,,季語,冬,晩冬(小寒から立春の前日まで)
40053,もんぺ,,季語,冬,
40054,ラグビー,,季語,冬,
40055,案山子揚,,季語,冬,初冬(立冬から大雪の前日まで)
40056,闇汁,,季語,冬,
40057,維摩会,,季語,冬,初冬(立冬から大雪の前日まで)
40058,亥の子,,季語,冬,初冬(立冬から大雪の前日まで)
40059,一月,,季語,冬,晩冬(小寒から立春の前日まで)
40060,一陽の嘉節,,季語,冬,仲冬(大雪から小寒の前日まで)
40061,羽子板市,,季語,冬,仲冬(大雪から小寒の前日まで)
40062,雨氷,,季語,冬,晩冬(小寒から立春の前日まで)
40063,雲腸,,季語,冬,
40064,榎茸,,季語,冬,
40065,遠山の霜月祭,,季語,冬,仲冬(大雪から小寒の前日まで)
40066,鴛鴦,,季語,冬,
40067,塩鰹,,季語,冬,
40068,塩鮭,,季語,冬,
40069,塩汁,,季語,冬,
40070,塩鱈,,季語,冬,
40071,塩鰤,,季語,冬,
40072,押しくら饅頭,,季語,冬,
40073,襖,,季語,冬,
40074,黄蜀葵搗く,,季語,冬,
40075,牡丹鍋,,季語,冬,
40076,牡丹焚火,,季語,冬,初冬(立冬から大雪の前日まで)
40077,牡蠣,,季語,冬,
40078,牡蠣船,,季語,冬,
40079,牡蠣剥く,,季語,冬,
40080,牡蠣飯,,季語,冬,
40081,乙子の朔日,,季語,冬,晩冬(小寒から立春の前日まで)
40082,温石,,季語,冬,
40083,温突,,季語,冬,
40084,下元の節,,季語,冬,初冬(立冬から大雪の前日まで)
40085,河豚,,季語,冬,
40086,河豚汁,,季語,冬,
40087,河豚鍋,,季語,冬,
40088,火の番,,季語,冬,
40089,火桶,,季語,冬,
40090,火事,,季語,冬,
40091,火事見舞,,季語,冬,
40092,火吹竹,,季語,冬,
40093,火鉢,,季語,冬,
40094,花祭,,季語,冬,仲冬(大雪から小寒の前日まで)
40095,花野菜,,季語,冬,晩冬(小寒から立春の前日まで)
40096,蝦蛄葉仙人掌,,季語,冬,仲冬(大雪から小寒の前日まで)
40097,芽キャベツ,,季語,冬,
40098,懐手,,季語,冬,
40099,懐炉,,季語,冬,
40100,海雀,,季語,冬,
40101,海鼠,,季語,冬,
40102,海鼠腸,,季語,冬,
40103,海豚,,季語,冬,
40104,貝焼,,季語,冬,
40105,外套,,季語,冬,
40106,咳,,季語,冬,
40107,柿落葉,,季語,冬,初冬(立冬から大雪の前日まで)
40108,角巻,,季語,冬,
40109,滑子,,季語,冬,
40110,葛晒し,,季語,冬,晩冬(小寒から立春の前日まで)
40111,葛湯,,季語,冬,
40112,蒲団,,季語,冬,晩冬(小寒から立春の前日まで)
40113,釜揚うどん,,季語,冬,
40114,鎌鼬,,季語,冬,
40115,鴨,,季語,冬,
40116,粥施行,,季語,冬,晩冬(小寒から立春の前日まで)
40117,刈上餅,,季語,冬,初冬(立冬から大雪の前日まで)
40118,乾鮭,,季語,冬,
40119,乾風,,季語,冬,
40120,寒し,,季語,冬,
40121,寒の雨,,季語,冬,晩冬(小寒から立春の前日まで)
40122,寒の水,,季語,冬,晩冬(小寒から立春の前日まで)
40123,寒の内,,季語,冬,晩冬(小寒から立春の前日まで)
40124,寒の入,,季語,冬,晩冬(小寒から立春の前日まで)
40125,寒葵,,季語,冬,初冬(立冬から大雪の前日まで)
40126,寒烏賊,,季語,冬,晩冬(小寒から立春の前日まで)
40127,寒牡丹,,季語,冬,
40128,寒菊,,季語,冬,
40129,寒灸,,季語,冬,晩冬(小寒から立春の前日まで)
40130,寒芹,,季語,冬,
40131,寒苦鳥,,季語,冬,
40132,寒稽古,,季語,冬,晩冬(小寒から立春の前日まで)
40133,寒月,,季語,冬,晩冬(小寒から立春の前日まで)
40134,寒見舞,,季語,冬,晩冬(小寒から立春の前日まで)
40135,寒糊,,季語,冬,晩冬(小寒から立春の前日まで)
40136,寒鯉,,季語,冬,晩冬(小寒から立春の前日まで)
40137,寒垢離,,季語,冬,晩冬(小寒から立春の前日まで)
40138,寒紅,,季語,冬,晩冬(小寒から立春の前日まで)
40139,寒晒,,季語,冬,晩冬(小寒から立春の前日まで)
40140,寒参,,季語,冬,
40141,寒施行,,季語,冬,晩冬(小寒から立春の前日まで)
40142,寒乗,,季語,冬,晩冬(小寒から立春の前日まで)
40143,寒厨,,季語,冬,晩冬(小寒から立春の前日まで)
40144,寒菅,,季語,冬,
40145,寒雀,,季語,冬,晩冬(小寒から立春の前日まで)
40146,寒晴,,季語,冬,晩冬(小寒から立春の前日まで)
40147,寒声,,季語,冬,晩冬(小寒から立春の前日まで)
40148,寒造,,季語,冬,晩冬(小寒から立春の前日まで)
40149,寒鯛,,季語,冬,晩冬(小寒から立春の前日まで)
40150,寒弾,,季語,冬,晩冬(小寒から立春の前日まで)
40151,寒竹の子,,季語,冬,初冬(立冬から大雪の前日まで)
40152,寒中水泳,,季語,冬,晩冬(小寒から立春の前日まで)
40153,寒潮,,季語,冬,
40154,寒釣,,季語,冬,晩冬(小寒から立春の前日まで)
40155,寒天製す,,季語,冬,晩冬(小寒から立春の前日まで)
40156,寒土用,,季語,冬,晩冬(小寒から立春の前日まで)
40157,寒独活,,季語,冬,晩冬(小寒から立春の前日まで)
40158,寒忍,,季語,冬,
40159,寒念仏,,季語,冬,晩冬(小寒から立春の前日まで)
40160,寒波,,季語,冬,晩冬(小寒から立春の前日まで)
40161,寒肥,,季語,冬,晩冬(小寒から立春の前日まで)
40162,寒復習,,季語,冬,晩冬(小寒から立春の前日まで)
40163,寒鮒,,季語,冬,晩冬(小寒から立春の前日まで)
40164,寒木瓜,,季語,冬,晩冬(小寒から立春の前日まで)
40165,寒餅,,季語,冬,晩冬(小寒から立春の前日まで)
40166,寒卵,,季語,冬,晩冬(小寒から立春の前日まで)
40167,寒蘭,,季語,冬,初冬(立冬から大雪の前日まで)
40168,寒搗,,季語,冬,晩冬(小寒から立春の前日まで)
40169,寒昴,,季語,冬,
40170,寒芒,,季語,冬,
40171,寒蜆,,季語,冬,晩冬(小寒から立春の前日まで)
40172,寒鮠,,季語,冬,晩冬(小寒から立春の前日まで)
40173,寒鰡,,季語,冬,
40174,寒鴉,,季語,冬,晩冬(小寒から立春の前日まで)
40175,巻繊汁,,季語,冬,
40176,干菜汁,,季語,冬,
40177,干菜吊る,,季語,冬,初冬(立冬から大雪の前日まで)
40178,干菜湯,,季語,冬,
40179,感謝祭,,季語,冬,初冬(立冬から大雪の前日まで)
40180,甘鯛,,季語,冬,
40181,甘蔗の花,,季語,冬,仲冬(大雪から小寒の前日まで)
40182,甘蔗刈,,季語,冬,仲冬(大雪から小寒の前日まで)
40183,丸太曳,,季語,冬,晩冬(小寒から立春の前日まで)
40184,眼抜,,季語,冬,
40185,雁木,,季語,冬,初冬(立冬から大雪の前日まで)
40186,顔見世,,季語,冬,仲冬(大雪から小寒の前日まで)
40187,寄鍋,,季語,冬,
40188,旗魚,,季語,冬,
40189,帰り花,,季語,冬,初冬(立冬から大雪の前日まで)
40190,鬼走,,季語,冬,晩冬(小寒から立春の前日まで)
40191,鬼餅,,季語,冬,晩冬(小寒から立春の前日まで)
40192,義士会,,季語,冬,仲冬(大雪から小寒の前日まで)
40193,吉祥院八講,,季語,冬,初冬(立冬から大雪の前日まで)
40194,吉田清祓,,季語,冬,晩冬(小寒から立春の前日まで)
40195,吸入器,,季語,冬,
40196,宮線を添ふ,,季語,冬,仲冬(大雪から小寒の前日まで)
40197,朽葉,,季語,冬,
40198,興福寺法華会,,季語,冬,初冬(立冬から大雪の前日まで)
40199,蕎麦刈,,季語,冬,初冬(立冬から大雪の前日まで)
40200,蕎麦掻,,季語,冬,
40201,蕎麦湯,,季語,冬,
40202,玉子酒,,季語,冬,
40203,勤労感謝の日,,季語,冬,初冬(立冬から大雪の前日まで)
40204,芹焼,,季語,冬,
40205,襟巻,,季語,冬,
40206,金糸魚,,季語,冬,
40207,金目鯛,,季語,冬,
40208,銀杏落葉,,季語,冬,初冬(立冬から大雪の前日まで)
40209,九州場所,,季語,冬,初冬(立冬から大雪の前日まで)
40210,空風,,季語,冬,
40211,熊,,季語,冬,
40212,熊穴に入る,,季語,冬,初冬(立冬から大雪の前日まで)
40213,熊祭,,季語,冬,
40214,熊手,,季語,冬,初冬(立冬から大雪の前日まで)
40215,熊突,,季語,冬,
40216,恵比寿講,,季語,冬,初冬(立冬から大雪の前日まで)
40217,茎漬,,季語,冬,
40218,鯨,,季語,冬,
40219,鯨汁,,季語,冬,
40220,隙間風,,季語,冬,
40221,元三会,,季語,冬,晩冬(小寒から立春の前日まで)
40222,厳寒,,季語,冬,晩冬(小寒から立春の前日まで)
40223,厳島鎮座祭,,季語,冬,初冬(立冬から大雪の前日まで)
40224,枯葦,,季語,冬,
40225,枯茨,,季語,冬,
40226,枯園,,季語,冬,
40227,枯菊,,季語,冬,
40228,枯桑,,季語,冬,
40229,枯山吹,,季語,冬,
40230,枯歯朶,,季語,冬,
40231,枯芝,,季語,冬,
40232,枯真菰,,季語,冬,
40233,枯草,,季語,冬,
40234,枯蔦,,季語,冬,
40235,枯忍,,季語,冬,
40236,枯芭蕉,,季語,冬,
40237,枯萩,,季語,冬,
40238,枯芙蓉,,季語,冬,
40239,枯蔓,,季語,冬,
40240,枯木,,季語,冬,
40241,枯野,,季語,冬,
40242,枯柳,,季語,冬,
40243,枯葉,,季語,冬,
40244,枯葎,,季語,冬,
40245,枯蓮,,季語,冬,
40246,枯芒,,季語,冬,
40247,狐,,季語,冬,
40248,狐火,,季語,冬,
40249,狐罠,,季語,冬,
40250,股引,,季語,冬,
40251,虎落笛,,季語,冬,
40252,五条天神参,,季語,冬,晩冬(小寒から立春の前日まで)
40253,五節の舞,,季語,冬,仲冬(大雪から小寒の前日まで)
40254,後日の能,,季語,冬,仲冬(大雪から小寒の前日まで)
40255,御火焚,,季語,冬,初冬(立冬から大雪の前日まで)
40256,御潔め祭,,季語,冬,晩冬(小寒から立春の前日まで)
40257,御講凪,,季語,冬,仲冬(大雪から小寒の前日まで)
40258,御神渡,,季語,冬,晩冬(小寒から立春の前日まで)
40259,御髪上,,季語,冬,晩冬(小寒から立春の前日まで)
40260,公現祭,,季語,冬,晩冬(小寒から立春の前日まで)
40261,厚司,,季語,冬,
40262,口切,,季語,冬,初冬(立冬から大雪の前日まで)
40263,甲羅煮,,季語,冬,
40264,紅葉散る,,季語,冬,初冬(立冬から大雪の前日まで)
40265,紅葉鍋,,季語,冬,
40266,綱貫,,季語,冬,
40267,行火,,季語,冬,
40268,黒川能,,季語,冬,晩冬(小寒から立春の前日まで)
40269,今川焼,,季語,冬,
40270,根深汁,,季語,冬,
40271,根木打,,季語,冬,
40272,採氷,,季語,冬,晩冬(小寒から立春の前日まで)
40273,砕氷船,,季語,冬,晩冬(小寒から立春の前日まで)
40274,菜洗ふ,,季語,冬,
40275,冴ゆ,,季語,冬,
40276,朔旦冬至,,季語,冬,仲冬(大雪から小寒の前日まで)
40277,桜鍋,,季語,冬,
40278,笹鳴,,季語,冬,
40279,薩摩汁,,季語,冬,
40280,雑炊,,季語,冬,
40281,鮫,,季語,冬,
40282,三寒四温,,季語,冬,晩冬(小寒から立春の前日まで)
40283,三平汁,,季語,冬,
40284,三椏蒸す,,季語,冬,
40285,山の神祭,,季語,冬,仲冬(大雪から小寒の前日まで)
40286,山茶花,,季語,冬,初冬(立冬から大雪の前日まで)
40287,山眠る,,季語,冬,
40288,子祭,,季語,冬,仲冬(大雪から小寒の前日まで)
40289,枝打,,季語,冬,
40290,紙衣,,季語,冬,
40291,紙漉,,季語,冬,
40292,紙衾,,季語,冬,
40293,事納,,季語,冬,晩冬(小寒から立春の前日まで)
40294,時雨,,季語,冬,初冬(立冬から大雪の前日まで)
40295,耳袋,,季語,冬,
40296,七五三,,季語,冬,初冬(立冬から大雪の前日まで)
40297,室咲,,季語,冬,
40298,柴漬,,季語,冬,
40299,射場始,,季語,冬,初冬(立冬から大雪の前日まで)
40300,煮凝,,季語,冬,
40301,社会鍋,,季語,冬,仲冬(大雪から小寒の前日まで)
40302,車蔵ふ,,季語,冬,初冬(立冬から大雪の前日まで)
40303,手足荒る,,季語,冬,
40304,手袋,,季語,冬,
40305,手焙,,季語,冬,
40306,狩,,季語,冬,
40307,樹氷,,季語,冬,晩冬(小寒から立春の前日まで)
40308,宗像祭,,季語,冬,仲冬(大雪から小寒の前日まで)
40309,十一月,,季語,冬,初冬(立冬から大雪の前日まで)
40310,十二月,,季語,冬,仲冬(大雪から小寒の前日まで)
40311,十二月八日,,季語,冬,仲冬(大雪から小寒の前日まで)
40312,十日夜,,季語,冬,初冬(立冬から大雪の前日まで)
40313,十夜,,季語,冬,初冬(立冬から大雪の前日まで)
40314,重ね着,,季語,冬,
40315,出雲大社新嘗祭,,季語,冬,初冬(立冬から大雪の前日まで)
40316,出稼ぎ,,季語,冬,
40317,春近し,,季語,冬,晩冬(小寒から立春の前日まで)
40318,春支度,,季語,冬,晩冬(小寒から立春の前日まで)
40319,春待つ,,季語,冬,晩冬(小寒から立春の前日まで)
40320,春日若宮御祭,,季語,冬,仲冬(大雪から小寒の前日まで)
40321,春隣,,季語,冬,晩冬(小寒から立春の前日まで)
40322,潤目鰯,,季語,冬,晩冬(小寒から立春の前日まで)
40323,初時雨,初しぐれ,季語,冬,初冬(立冬から大雪の前日まで)
40324,初雪,,季語,冬,初冬(立冬から大雪の前日まで)
40325,初霜,,季語,冬,初冬(立冬から大雪の前日まで)
40326,初鱈,,季語,冬,初冬(立冬から大雪の前日まで)
40327,初冬,,季語,冬,初冬(立冬から大雪の前日まで)
40328,初氷,,季語,冬,初冬(立冬から大雪の前日まで)
40329,初猟,,季語,冬,初冬(立冬から大雪の前日まで)
40330,初鰤,,季語,冬,仲冬(大雪から小寒の前日まで)
40331,藷粥,芋粥,季語,冬,
40332,諸手船神事,,季語,冬,初冬(立冬から大雪の前日まで)
40333,助宗鱈,,季語,冬,
40334,助炭,,季語,冬,
40335,鋤焼,,季語,冬,
40336,除雪車,,季語,冬,仲冬(大雪から小寒の前日まで)
40337,小寒,,季語,冬,晩冬(小寒から立春の前日まで)
40338,小春,,季語,冬,初冬(立冬から大雪の前日まで)
40339,小雪,,季語,冬,初冬(立冬から大雪の前日まで)
40340,松藻,,季語,冬,
40341,松明あかし,,季語,冬,初冬(立冬から大雪の前日まで)
40342,松葉酒,,季語,冬,
40343,消炭,,季語,冬,
40344,消防車,,季語,冬,
40345,焼薯,,季語,冬,
40346,焼鳥,,季語,冬,
40347,鐘氷る,,季語,冬,
40348,障子,,季語,冬,
40349,蒸飯,,季語,冬,
40350,蒸饅頭,,季語,冬,
40351,蒸鮓,,季語,冬,
40352,尻摘祭,,季語,冬,初冬(立冬から大雪の前日まで)
40353,寝酒,,季語,冬,
40354,新海苔,,季語,冬,晩冬(小寒から立春の前日まで)
40355,新嘗祭,,季語,冬,初冬(立冬から大雪の前日まで)
40356,深山樒,,季語,冬,
40357,神の留守,,季語,冬,初冬(立冬から大雪の前日まで)
40358,神の旅,,季語,冬,初冬(立冬から大雪の前日まで)
40359,神楽,,季語,冬,仲冬(大雪から小寒の前日まで)
40360,神迎,,季語,冬,初冬(立冬から大雪の前日まで)
40361,神在祭,,季語,冬,初冬(立冬から大雪の前日まで)
40362,神送,,季語,冬,初冬(立冬から大雪の前日まで)
40363,神渡し,,季語,冬,初冬(立冬から大雪の前日まで)
40364,神等去出神事,,季語,冬,初冬(立冬から大雪の前日まで)
40365,神農祭,,季語,冬,初冬(立冬から大雪の前日まで)
40366,神無月,,季語,冬,初冬(立冬から大雪の前日まで)
40367,人参,,季語,冬,
40368,人参採る,,季語,冬,
40369,酢海鼠,,季語,冬,
40370,酢茎,,季語,冬,
40371,吹雪,,季語,冬,晩冬(小寒から立春の前日まで)
40372,吹雪倒れ,,季語,冬,晩冬(小寒から立春の前日まで)
40373,水始めて氷る,,季語,冬,初冬(立冬から大雪の前日まで)
40374,水仙,,季語,冬,晩冬(小寒から立春の前日まで)
40375,水鳥,,季語,冬,
40376,水餅,,季語,冬,晩冬(小寒から立春の前日まで)
40377,水洟,,季語,冬,
40378,水涸る,,季語,冬,
40379,世田谷ぼろ市,,季語,冬,晩冬(小寒から立春の前日まで)
40380,成吉思汗鍋,,季語,冬,
40381,星の入東風,,季語,冬,初冬(立冬から大雪の前日まで)
40382,生姜掘る,,季語,冬,初冬(立冬から大雪の前日まで)
40383,生姜酒,,季語,冬,
40384,生姜湯,,季語,冬,
40385,生姜味噌,,季語,冬,
40386,聖ザビエル祭,,季語,冬,初冬(立冬から大雪の前日まで)
40387,聖家族祭,,季語,冬,晩冬(小寒から立春の前日まで)
40388,聖胎祭,,季語,冬,仲冬(大雪から小寒の前日まで)
40389,西本願寺報恩講,,季語,冬,晩冬(小寒から立春の前日まで)
40390,誓文払,,季語,冬,初冬(立冬から大雪の前日まで)
40391,青写真,,季語,冬,
40392,青木の実,,季語,冬,
40393,石狩鍋,,季語,冬,
40394,石炭,,季語,冬,
40395,石蕗の花,,季語,冬,初冬(立冬から大雪の前日まで)
40396,切干,,季語,冬,
40397,節季,,季語,冬,晩冬(小寒から立春の前日まで)
40398,節東風,,季語,冬,晩冬(小寒から立春の前日まで)
40399,節分,,季語,冬,晩冬(小寒から立春の前日まで)
40400,節分詣,,季語,冬,晩冬(小寒から立春の前日まで)
40401,雪,,季語,冬,晩冬(小寒から立春の前日まで)
40402,雪囲,,季語,冬,仲冬(大雪から小寒の前日まで)
40403,雪下し,,季語,冬,仲冬(大雪から小寒の前日まで)
40404,雪下駄,,季語,冬,
40405,雪眼,,季語,冬,晩冬(小寒から立春の前日まで)
40406,雪眼鏡,,季語,冬,晩冬(小寒から立春の前日まで)
40407,雪起し,,季語,冬,
40408,雪沓,,季語,冬,
40409,雪見,,季語,冬,晩冬(小寒から立春の前日まで)
40410,雪見舞,,季語,冬,晩冬(小寒から立春の前日まで)
40411,雪合羽,,季語,冬,
40412,雪催,,季語,冬,
40413,雪時雨,,季語,冬,晩冬(小寒から立春の前日まで)
40414,雪女郎,,季語,冬,晩冬(小寒から立春の前日まで)
